movie_title,username,rating,review_text
Mưa Đỏ,Vũ Yến,10,"Đi xem về rồi mà hình ảnh các nhân vật và hình ảnh chiến trường vẫn hiện rõ. Đời đời nhớ ơn các anh hùng liệt sỹ, các mẹ Việt Nam anh hùng, cựu chiến binh, thương bệnh binh.... đã cho chúng con được sống những ngày hạnh phúc, tự do như hôm nay!"
Mưa Đỏ,Tăng Nữ Việt Trung An,10,"😭😭😭😭, chỉ 1 từ thui đỉnhhhh"
Mưa Đỏ,Hồ Thị Thúy hằng,10,trên cả tuyệt vời!
Mưa Đỏ,Huệ Nguyễn Thị Thanh Huệ,10,"rất hay và rất xúc động. xem phim để thấy được ông, cha ta đã hi sinh xương máu để bảo vệ đất nước để chúng ta có được sống thời bình."
Mưa Đỏ,Nguyễn Như Thuần,10,"Phim rất hay ạ, ông bà e đã đi xem và bảo tuy không thể diễn tả hết được sự khắc nghiệt thời đấy nhưng phim cũng tả đc phần nào r ạ, rất ý nghĩa, rất hay e xem mà khóc luôn ạ"
Mưa Đỏ,nguyễn hồng nhung,10,Bộ phim thật tuyệt vời
Mưa Đỏ,Phạm Thị Dương,10,Quá tuyệt vời
Mưa Đỏ,Đặng Anh Huy,10,Quá hay quá cảm động quá tự hào
Mưa Đỏ,Cao Chí Tiến,10,Hay . Ý nghĩa
Mưa Đỏ,Nguyễn Ngọc Nhi,8,"Phim hay, giàu cảm xúc, lượng thời gian hơi ngắn đề từng nhân vật có chiều sâu"
Mưa Đỏ,Hoàng Anh Tuấn,9,bộ phim khắc họa được 1 phần lịch sử nhưng chưa khốc liệt bằng thực tế. Phim cảm xúc chưa sâu.
Mưa Đỏ,Nguyễn Xuân Chiến,10,Rất hay và ý nghĩa
Mưa Đỏ,ngothihuan,10,Bộ phim rất hay và ý nghĩa
Mưa Đỏ,Nguyễn Quốc Mạnh,9,"Phim có nội dung sâu sắc, phản ánh chân thực bối cảnh chiến tranh kháng chiến chống Mỹ trong giai đoạn năm 1972, phản ánh khá toàn diện bức tranh chiến sự và chính trị vào thời điểm diễn ra trận chiến đấu then chốt ở thành cổ Quảng Trị.
Nội dung biên tập rất kỹ lưỡng, các diễn diễn xuất quá tốt, họ chuyển tải đầy đủ tinh thần nội dung kịch bản bằng sự nhập tâm vai diễn với đầy cảm xúc đem đến chân thực.
Phim có kịch bản quá tốt, nội dung phim phản ánh chân thực lịch sử.
Theo tôi, đây thực sự là một phim vừa có tính tư liệu lịch sử - giáo dục, vừa là một tác phẩm điện ảnh có hàm lượng nghệ thuật cao.
(PS: Tôi đã xem 2 lần để có thể hiểu đầy đủ hơn về câu chuyện lịch sử này)"
Mưa Đỏ,Nguyễn Minh Quân,10,Phim hay that
Mưa Đỏ,Trương Thị Thúy,10,"Mưa đỏ đã thực sự làm sống dậy lịch sử, tái hiện thành công một phần những mất mát, đau thương của dân tộc ta trong trận đánh thành cổ Quảng Trị. 81 ngày đêm đầy hi sinh mất mát, đầy gian khổ. Tất nhiên, sự thực còn khốc liệt hơn vậy nhiều, bởi 2 tiếng đồng hồ trên phim không thể nào lột tả hết được những ""kinh khủng"" mà ông cha ta đã phải trải qua để giữ lấy thành cổ. Xem để tri ân những người đã không tiếc máu xương của mình để giữ gìn từng tấc đất quê hương, cho chúng ta hôm nay có cuộc sống hoà bình."
Mưa Đỏ,Ngọc Quân,9,Hay và ý nghĩa
Mưa Đỏ,Hậu,9,"Lúc Tú, Bình và đồng chí Tạ hi sinh. Mình đã rất xúc động."
Mưa Đỏ,Trương yến nhi,10,"Phim rất hay và ý nghĩa luôn đi xem vào đúng ngày 2/9 xem xong thấy rất thương và cảm động, tối đi xem pháo hoa mà thấy thương các chiến sĩ đã hi sinh cho đất nước, thật sự rất cảm động và cám ơn đạo diễn đã sxuất 1 bộ phim tái hiện lại cho các thế hệ sau được hiểu rõ về thời chiến tranh"
Mưa Đỏ,Phùng Thị Mỹ Linh,10,Phim rất chân thực
Mưa Đỏ,Trần Ngọc Hân,10,"Quá hay,đầy cảm xúc. Coi mà nghẹn"
Mưa Đỏ,Lưu Quốc Hương,10,Phim hay về lịch sử có ý nghĩ đối với dưới trẻ hiện nay
Mưa Đỏ,NGUYỄN VĂN HOÀI,10,Phim máu me nhiều có những đoạn đã giảm bớt sự kinh khủng của chiến tranh nên làm cho phù hợp với người xem để không gây ám ảnh tâm lí hay hoảng sợ mà vẫn biết ý nghĩa bộ phim
Mưa Đỏ,MyDang,10,"phim hay, tái hiện lại chiến tranh, vô cùng ý nghĩa, rất xúc động"
Mưa Đỏ,Nguyễn Hoài Phát,10,"Phim hay, xúc động!"
Mưa Đỏ,Nguyễn Lâm Nhật Minh,10,rất đáng xem
Mưa Đỏ,hoanghoa2079,9,"Từng thước phim khiến tôi vừa xúc động, tự hào, vừa nghẹn ngào, day dứt. Xúc động trước tinh thần quả cảm, sự kiên cường của các chiến sĩ tuổi mười tám đôi mươi, những người đã sẵn sàng hy sinh vì độc lập dân tộc. Day dứt và thương cảm trước những mất mát, chia ly, bởi đằng sau mỗi người lính là gia đình, là ước mơ còn dang dở."
Mưa Đỏ,Huỳnh Trần Phước Thiện,10,"Bộ phim đã cho tôi hiểu thêm 1 phần cuộc chiến đấu ở Thành cổ Quảng Trị, cho tôi hiểu sâu thêm sự tàn khốc đẫm máu của chiến tranh, cũng như nỗi mất mát to lớn của những người mẹ, người vợ, người đồng đội khi phải vĩnh biệt người thân yêu nhất. Nhờ vậy, sự kính trọng, biết ơn lẫn xót xa, đau đớn cho những chiến  sĩ đã anh dũng chiến đấu, hi sinh; cho những bà mẹ Việt Nam càng thêm sôi sục."
Mưa Đỏ,nguyen thi hoai thu,10,phim rất hay
Mưa Đỏ,Phạm Đăng khoa,10,hay đáng xem nhưng hơi tục:))
Mưa Đỏ,Bùi Thị Kim Ngân,10,Phim raat hay rất ý nghĩa
Mưa Đỏ,Nguyễn Bình Phương Vy,10,"Phim siêu hayyy, thực sự cảm động và ý nghĩa"
Mưa Đỏ,Mai Anh Thư,10,"phim hay lắm! xem xong mình cũng hiểu thêm vài điều mà ngày xưa mình đi học sử ở trường lớp mình còn chưa hiểu. dù mình đi xem 2 lần nhưng kết quả là 2 lần đều khóc y chang. mình thích anh Tạ nhất, không biết là vì cái gì nhưng ổng cứ làm mình nhớ tới một người nào đó thân quen của mình."
Mưa Đỏ,Thái Thành Nhân,9,Lần 2 xem hay hơn
Mưa Đỏ,Nguyễn Thị Thu Hà,10,cảm động vcl
Mưa Đỏ,Nguyễn Thanh Tảo,10,10 điểm không có nhưng
Mưa Đỏ,Cao Thị Tuyết Lê,9,Tuyệt vời 🥰
Mưa Đỏ,PHAN THỊ THANH KHIÊT,8,"Bộ phim mưa đỏ khá hay về nội dung chiến tranh.
Nếu bộ phim được đóng tại Quảng Trị thì nên lồng tiếng người dân Quảng Trị vào thì chân thực hơn. Ví dụ nhân vật cô gái chèo thuyền đưa các chiến sỷ vào Thành cổ là người Quảng Trị và là nhân vật có thật (hiện còn sống) tại sao lại lồng tiếng người Miền Nam (đây là 1 điểm trừ nha)."
Mưa Đỏ,Nguyen thi minh ngoc,10,"Bộ phim rất hay, nên xem"
Mưa Đỏ,Lucky3,10,"Quá hay, tuyệt vời"
Mưa Đỏ,Luaw,10,"Một bộ rất đáng xem. Phim rất hay, chân thực và xục động."
Mưa Đỏ,Trần Thị Thuỳ Dương,10,"Một bộ phim đáng xem. Là 1 người con sinh ra trong thời bình, tôi càng thấy biết ơn những chiến sĩ đã hy sinh cho độc lập dân tộc. Càng thấu hiểu hơn về những nỗi đau và mất mát của nhân dân ta trong thời chiến. Hoà bình có được khó lắm, hãy cố giữ lấy nó. 
Trân trọng, xúc động, tự hào. Cảm ơn đoàn làm phim Mưa đỏ đã cho tôi một trải nghiệm không bao giờ quên."
Mưa Đỏ,PhatMuaDo,10,quá hay quá xuất sắc phim quá chân thực sắc nét bối cảnh phim dựng qua công phù kỳ cựu
Mưa Đỏ,Lâm Anh Minh,10,"Quá hay, rất động, chân thực."
Mưa Đỏ,Đoàn Hoàng Tú,10,phim hay rất cảm xúc dân tộc
Mưa Đỏ,Nguyễn Đức Thắng,3,Đặt vé nhưng bị chiếm chỗ
Mưa Đỏ,Lê Kiều Gia Hân,10,Hay dã man luôn trời ơi!!! Phảii coii
Mưa Đỏ,Nguyễn Đức Anh Khoa,10,"Phim hay, cảm động nên xem 1 lần mặc dù là bad ending🥲🥲"
Mưa Đỏ,Nguyễn Hoàng Gia Ninh,10,Hay lắm ạ!!
Mưa Đỏ,Trương Trần Hoàng Huy,10,"Phim thâth sự tuyệt vời, mình con trai nhưng xúc động"
Mưa Đỏ,Lê thị bảo vy,10,Bộ phim tuyệt vời 😍😍😍
Mưa Đỏ,Phan Thị Tuyết Như,10,phim cảm động lắm huhu mình khóc trôi cả nền
Mưa Đỏ,Sherex,10,Bộ phim rất hay
Mưa Đỏ,Nguyễn Đức Trường Chinh,10,"Phim quá hay, 10 trên 10"
Mưa Đỏ,Nguyễn Lương Quang Minh,10,"Tuyệt vời, 10 điểm."
Mưa Đỏ,Ngô Quốc Cường,10,phim hay ý nghĩa và hiểu thêm đc lịch sử cha ông
Mưa Đỏ,Duong,10,"Tuyệt vời. 
Khách quan và chân thực.
Trân trọng hoà bình cảm nhận biết ơn cũng như khách quan về quan điểm chiến tranh. Bài học là trân trọng và không dc hèn hạ, áp đảo kẻ yếu là hèn.
Kính phục quân đội Việt Nam qua năm thang ngay cả chỉ đạo và làm phim Mưa đỏ. Ngưỡng mộ Chu Lai  phong cách, cách kể chuyện chân thực, rất đời. 
Ngưỡng mộ Minh Beta vì đây là lần đầu tiên đến rạp và vì ngưỡng mộ Minh Beta nên đến. Sẽ ủng hộ dài dài.
Chúc mừng Tết Độc lập!"
Mưa Đỏ,Lại Tuấn Minh,10,"Rất chân thực, cảm xúc. Không điểm nào chê"
Mưa Đỏ,cobemexemphim,10,"không biết nói sao nhm tui thấy nó hay cực kì cực kì hay luoon ý nghĩa nha nên xem, xem mà rùng mình luôn á mấy bà. Nên đi xem 1 lần trong đời nha hay lắm. Về tui thì tui thch nv Tạ, Tú và Hải nha❤️"
Mưa Đỏ,CLZ,10,"Mặc dù kết phim có hơi hụt hẫng nhưng phim thật sự rất hay, và phim chủ yếu thể hiện sự khắc nghiệt mà các chiến sĩ phải chịu đựng"
Mưa Đỏ,lưu phụng nhi,10,Phim tuyệt đỉnh ạ. 10/10
Mưa Đỏ,Điền Thị Bích Ngọc,10,"Rất đáng để xem. Đặc biệt là trong những ngày kỷ niệm của đất nước như thế này. Xem và thấy những mất mát đau thương mà cha ông ta đã trải qua để thêm yêu tự do, hoà bình của Tổ Quốc. Tiếc là các bạn nhỏ dưới 13 tuổi ko được xem để có thể cho con đi xem cùng
Cảm ơn cha ông đã ngã xuống để có hoà bình hôm nay. Mãi yêu Việt Nam ❤️❤️❤️"
Mưa Đỏ,Bùi Đình Long,10,"phim hay, tuy nhiên để có thể mang ra nước ngoài thì vẫn thiếu sự chuyên nghiệp, cần tăng thêm cái hồn cho bộ phim hơn nữa...."
Mưa Đỏ,HONGOCPHONGHAI,10,Phim hay và rất ý nghĩa
Mưa Đỏ,Nguyễn Thái Sơn,10,Phim rất rất rất hay!!!Khóc sưng cả mắt🥹
Mưa Đỏ,Nguyễn Thịnh,9,Phim được đầu tư rất chỉnh chu. Đang để xem
Mưa Đỏ,Le Thong,10,Một bộ phim lịch sử rất đáng xem
Mưa Đỏ,Phạm Tấn,6,Phim chưa sâu sắc nhiều tình huống ẩn khúc
Mưa Đỏ,Đù Phính,10,Hayyyyyy vãi
Mưa Đỏ,Lê Hồ Ngọc Anh,10,"không từ nào diễn tả , hay vượt  quá  từ hay"
Mưa Đỏ,Đồng Trần Hoài Thư,10,"Hay, cảm xúc, ý nghĩa"
Mưa Đỏ,Nguyễn Hữu Công,9,Khá hợp trong thời điểm kỷ niệm 80 năm ngày quốc Khánh 2/9
Mưa Đỏ,Trần Công Dũng,9,❤️‍🔥❤️‍🔥❤️‍🔥
Mưa Đỏ,Trần Ngọc Hân,10,phim hay vãi nma buồn quá mng ơi
Mưa Đỏ,LongNhat1502,10,Tuyệt vời quá 100₫
Mưa Đỏ,Nguyễn Thị Diễm Phúc,10,Thực sự quá hay về mặt nội dung lẫn ý nghĩa. Nhiều lúc cảm thấy đau khổ mệt mỏi vì công việc chán ghét cuộc sống coi xong phim thì thấy trân trọng hơn bầu trời tự do hoà bình này. Sống sao cho xứng đáng sống sao cho không khổ thẹn với những chiến sĩ đã hi sinh
Mưa Đỏ,Đặng Tống Duy Khánh,10,"Phim hay và rất ý nghĩa, có nhiều cảnh không thể kìm được cảm xúc."
Mưa Đỏ,Phanhuuphuc,10,Phim quá xuất sắc không có từ nào đễ diễn tả được xem mới cảm nhận được cha ông ta đã đổ biết bao nhiêu xương máu mới giữ được hoà bình để chúng ta có ngày hôm nay. Xin biết ơn và sẽ ghi nhớ công ơn sâu sắc này!
Mưa Đỏ,Nguyễn Quỳnh Anh,10,"mình đã xem “Mưa đỏ” lần thứ 2. Đây là một bộ phim mà mình khóc nhiều nhất từ trước đến giờ, từng hình ảnh, từng nụ cười của các chiến sĩ đã khắc sâu vào tâm trí mình. Nên đi xem “Mưa đỏ” ạ"
Mưa Đỏ,Lê Nguyễn Hà Vy,10,"Xem phim hay, rất cảm động"
Mưa Đỏ,Nguyễn Phúc Châu Anh,9,"Hay, nhiều cảnh quay cảm động"
Mưa Đỏ,Hương anh,10,Phim hay 10/10
Mưa Đỏ,Ngocanh310303,10,"Phim hay, cảm động"
Mưa Đỏ,Nguyễn thị thuỷ,10,"Phim hay,ý nghĩa
Rất đáng để xem ạ"
Mưa Đỏ,Đoàn Kim Quý,10,Cốt truyện hay. Nhân vật tạo hình đẹp
Mưa Đỏ,nguyễn thị hồng vân,10,ý nghĩa nên xem
Mưa Đỏ,Nguyễn Nữ Kim Hoàn,10,Phim cực hay luôn ấy
Mưa Đỏ,Huỳnh Tấn Khải,9,"Phim rất hay, nội dung rất nghĩa.Tuy nhiên,tôi thích nhất phân cảnh đàm phàn và dàn nhạc giao hưởng biếu diễn bảng giao hưởng Mưa đỏ,khi đó cảm giác trong tôi cực kỳ khó tả nhưng nhờ bản nhạc đó đã đem lại một cảm giác hùng hực tinh thần yêu nước và lòng biết ơn về các chiến sĩ đã hi sinh trong 81 ngày đêm bảo vệ Thành cô Quảng Trị"
Mưa Đỏ,Nguyễn Thị Thuý An,10,hay tuyệt vời
Mưa Đỏ,Hoàng Mai,9,Quá tuyệt vời. Mỗi người hãy đều nên xem 1 lần
Mưa Đỏ,Nguyễn Thế Kỳ,5,Bình thường về nghệ thuật
Mưa Đỏ,Nguyễn Hữu Thành Nhân,10,"Phim nó hoà quyện đa cảm xúc, có vui, có buồn. Phim cx có nhiều cảnh từ nhẹ nhàng đến gay cấn. Đb nội dung phim rất tuyệt vời"
Mưa Đỏ,Tạ Đình Đức,10,"Hay, Quảng Trị vùng đất lữa"
Mưa Đỏ,Lương Quang Khánh,10,phim hay combat đã tay
Mưa Đỏ,Ngô Thị Hạnh,10,"Trận chiến khốc liệt của những người anh hùng, đã liều mình hy sinh để gìn giữ tổ quốc. Biết ơn những hy sinh to lớn của ông cha ta"
Mưa Đỏ,Nguyễn Thị Thanh Tâm,10,Bộ phim sâu sắc
Mưa Đỏ,LÊ THU HÀ,10,Bộ phim rất hay và xúc động
Mưa Đỏ,Kim Dung,10,Trên cả tuyệt vời
Mưa Đỏ,Trần Thị Lan Anh,10,"Phim hay, nên xem, khóc từ đầu đến cuối, 10/10"
Mưa Đỏ,Trần Hiếu Nga,10,"phim hay, nhma phải mang khăn giấy đi"
Mưa Đỏ,Trần Thị Trang Đài,10,Rất hay .rất ý nghĩa !Tự hào là người Việt Nam
Mưa Đỏ,Bùi Như Quỳnh,9,"Phim hay, cực kỳ cảm xúc, anh nam chính cũng rất đẹp trai"
Mưa Đỏ,Nguyễn Thị Thu Hiền,10,Rất hay và ý nghĩa
Mưa Đỏ,Phạm Tiến Chức,10,Quá hay và ý nghĩa
Mưa Đỏ,la phuoc luu,10,phim rat y nghia
Mưa Đỏ,Ngân,10,"Quá xuất sắc, đoạt giải oscal"
Mưa Đỏ,Mai Quốc Trường An,9,Rất hay và ý nghĩa
Mưa Đỏ,Bùi Huyền Trâm,10,rất đáng xem.
Mưa Đỏ,Nguyễn Ngọc Lan Anh,10,"Mik đi xem lần này là lần thứ 2 rùiiii, mà vẫn luỵ phim này kinh khủng luonnnn 🥹🥹🥹 mún đi xem lần nữa. Phim hay lammm huhu 🥰🥰🥰"
Mưa Đỏ,Lê như ái,9,"Tôi mua giúp bà tôi, còn tôi mai thứ 7 rãnh mới đi xem được, xin cảm ơn. Tôi người QUảng Trị"
Mưa Đỏ,Huỳnh Ngọc Thuỵ Vi,10,"Quá hay , và nhiều cảm xúc tự hào, 10 điểm ko có nhưng"
Mưa Đỏ,Nguyễn Thị Mỹ Ninh,10,"Quá hay, phim có nội dung rất ý nghĩa, đáng để xem, nhiều cung bậc cảm xúc. Nên để giới trẻ xem để biết về lịch sử nước nhà, nâng cao tinh thần yêu nước."
Mưa Đỏ,Cao Thị Thùy Dương,9,"Phim hay, chạm đến trái tim người xem, lấy đi nhiều giọt nước mắt. Con hiểu thêm giấ trị lịch sử của ông cha để lại, đặc biệt là hiểu được cảnh 81 ngày đêm giữ thành cổ."
Mưa Đỏ,Ong thị phương,10,"Diễn viên đẹp,diễn rất thật. Xem xong mới thấy ông cha ta ngày xưa vất vả như ntn. Biết ơn các thế hệ đi trước nhiều lắm ạ"
Mưa Đỏ,hongquyen95mica,9,"Rất hay, mk đã rất xúc động khi nhiều bối cảnh phim tái hiện lại chiến tranh khốc liệt, phải tự hào và nhớ ơn những ng đi trc mang lại hoà bình ngày hôm nay"
Mưa Đỏ,Lê Thị Thùy Linh,10,Hay và ý nghĩa lắm ạ
Mưa Đỏ,Hoàng Thị Hà Nhung,10,"Phim hay, ý nghĩa, xúc động, rất đáng để đi xem"
Mưa Đỏ,Lê hồng ny,10,Rất tuyệt với! Cảm ơn các anh hùng thế hệ cha anh để có hòa bình ngày hôm nay. Tự hào là người con dân tộc Việt Nam có 1 lịch sử vẻ vàng.
Mưa Đỏ,Lương Thanh Tuấn,9,Rất hay và ý nghĩa
Mưa Đỏ,Lê Thùy Dương,10,"Rất hayyy, xem rất xúc động"
Mưa Đỏ,Lồ thị ngân,10,Hay và ý nghĩa
Mưa Đỏ,Nguyễn Phạm Đình Dũng,10,"trải nghiệm xem phim chưa được tốt, khách xem phim vẫn sử dụng điện thoại chụp ảnh flash, nhiều khách vào trễ đúng che màn hình, khách nói chuyện nhiều"
Mưa Đỏ,LeMinhNguyen,10,10đ phim hay
Mưa Đỏ,Kency,10,"100% sẽ xem lại lần 2 và cả lần 3 , kịch bản tốt , diễn viên tốt , âm thanh và nhạc nền 10đ , kỹ xảo đẹp."
Mưa Đỏ,Nguyễn thị kiều nhi,10,10đ phim rất hay và ý nghĩa
Mưa Đỏ,Lê Phúc Toàn,9,Bộ phim rất hay nói về mảnh đất anh hùng Quảng Trị
Mưa Đỏ,Trần Thị Thảo,9,"Phim rất hay, đánh được vào cảm xúc và lan tỏa tình yêu nước"
Mưa Đỏ,Huỳnh Anh Thư,10,"Phim thật sự ý nghĩa và ""chạm"" thật mạnh mẽ vào chính trái tim của mỗi người con Việt Nam. Quả là một bản tráng ca hào hùng của dân tộc"
Mưa Đỏ,Lại Thị Thu,10,Phim đáng xem
Mưa Đỏ,Nguyễn Minh Hoàng,10,Hay quá hay
Mưa Đỏ,Nguyễn Thị Hiền,10,"Bộ phim rất Cảm xúc, tái diễn lại lịch sử hào hùng, sức mạnh tinh thần chiến đấu và sự quả cảm của người chiến sĩ hi sinh để bảo vệ lãnh thổ. Biết ơn!"
Mưa Đỏ,Cobechoivui159,10,"Dù biết độ thảm khốc thật sự còn to hơn rất nhiều nhưng cá nhân mình trước giờ xem phim chiếu rạp chiến tranh thấy phim này rất chân thật ko có tình tiết làm quá hay rườm rà, đánh nhau, bom đạn xác người thật đến phát khóc. Phim cài cắm tình tiết, hình ảnh ẩn dụ ý nghĩa, chắc phải đi xem thêm nhiều lần nữa để cảm nhận thêm, tìm thêm những ẩn dụ phim muốn gửi đến người xem. Có 100, 1000đ là em cũng vote luôn. Biết ơn thế hệ đi trước, mãi yêu! 🇻🇳"
Mưa Đỏ,Phạm Thị Lệ Thu,10,Rất hay và ý nghĩa
Mưa Đỏ,Hán Bình Thuận,10,Quá xúc động
Mưa Đỏ,Nguyễn Thị Ngọc Hồng,10,"Xem xong 2 tiếng của Mưa Đỏ, lòng như nặng trĩu, xúc động và cả day dứt nữa. Không chỉ là nước mắt cho những nhân vật trên phim, mà còn là sự day dứt và biết ơn khi nghĩ đến sự hy sinh của biết bao con người Việt Nam thời chiến. Ngày hôm nay, khi được sống trong hòa bình, thật sự trân trọng điều đó biết bao."
Mưa Đỏ,Nguyễn Văn Nhất Nam,10,Phim quá hay điiii kh có từ nào để chê từ màn ảnh đến diễn viên đến kịch bản
Mưa Đỏ,Nguyễn Trương Huy,10,"Phim cực kì hay,diễn tả cực kì chân thực cuộc chiến giữa quân đội nhân dân Việt Nam và thực dân Mỹ và quân Nguỵ"
Mưa Đỏ,Cấn Nhật Mai,10,"Rất cảm động! 
Vô cùng tự hào và biết ơn các anh hùng liệt sĩ đã hy sinh xương máu trong trận chiến ác liệt tại Thành cổ Quảng Trị."
Mưa Đỏ,Nguyễn Thị Huyền My,10,"Hay, rất ý nghĩa."
Mưa Đỏ,DevHuyPhuc,10,"Hay và rất ý nghĩa, tuy bộ phim đã được cắt giảm đi vài tình tiết nhưng phim vẫn chạm đến cảm xúc của người xem."
Mưa Đỏ,0834737271,10,một bộ phim đã tái hiện lại một thời kỳ lịch sử đầy hào hùng của dân tộc.
Mưa Đỏ,Nguyễn tiến đạt,8,"Hay, ý nghĩa"
Mưa Đỏ,nguyenbao0704,10,Thật sự quá xứng đáng
Mưa Đỏ,Trần Thị Liên,10,"Bộ phim lấy nhiều nước mắt, tôi khóc từ đầu phim đến cuối phim không đứt mạch cảm xúc đó. Chỉ biết nói 2 từ ""Biết ơn"" và ""Tự hào""."
Mưa Đỏ,Phạm Việt Bảo,10,Tuyệt vời.
Mưa Đỏ,mtttm,10,"Phim hay lắm, cảm động lắm mọi người ạ, cảm giác nó xúc động kinh lên đcc"
Mưa Đỏ,Đào Thị Khánh Linh,10,Phim lắng động nhiều cảm xúc
Mưa Đỏ,Nguyễn Thuý Ngọc,10,thực sự rất hay
Mưa Đỏ,Nguyễn Tiến Đạt,10,Phim qá hay
Mưa Đỏ,Nguyễn Minh Sao,10,Chưa bao giờ xem 1 bộ phim hay như vậy!
Mưa Đỏ,Khánh Linh,5,mk xem thấy nó dở tình tiết quá rời rạc
Mưa Đỏ,Hồ Thủy,10,Tuyệt vời. Nên có nhiều phim như vậy nữa
Mưa Đỏ,Minh tran,6,"Bt, ko dc như kỳ vọng và quảng cáo"
Mưa Đỏ,Nguyễn lý bảo ngọc,10,Phim hay xem gây cấn giống như đang ở chiến trường thật sự
Mưa Đỏ,Dương Thị Phương Thanh,10,"Bộ phim cho tôi thấy được chiến tranh nghiệt ngã nhường nào. Những cảnh quay nghẹt thở nối tiếp nhau. Giây trước yên bình, các chiến sĩ đùa giỡn vui vẻ, giây sau tiếng bom, tiếng súng vang lên. Từng hồi, từng hồi căng thẳng khiến chúng tôi bị cuốn theo, thời gian dường như chưa từng trôi nhanh đến thế. Nhìn khung cảnh tan hoang của chiến trường, trong lòng tôi chỉ có hai chữ bất lực và thán phục vô hạn. Nếu bạn mong chờ cái kết hạnh phúc, sự vỡ òa trong hòa bình trọn vẹn, thì Mưa đỏ không thể làm điều đó. Mưa đỏ chỉ tái hiện cái thật nhất của chiến tranh-nỗi đau đớn đến khốn nạn. Cho dù hòa bình, nỗi đau vẫn ở đó, như cây kim cắm trong lòng người đã đi qua và người nằm mãi. Hòa bình không phải là phần thưởng, nó là máu xương."
Mưa Đỏ,Bunn,10,"Phim sâu sắc truyền cảm hứng đến người xem ,ghi lại dấu ấn cho những thế hệ sau giữ gìn hòa bình đất nước."
Mưa Đỏ,Nguyễn thị Mỹ linh,5,Nhiều chỗ vô lý
Mưa Đỏ,Dương Thị Minh Trang,10,"Bộ phim thật sự quá hay, xúc động và bi tráng đến nao lòng. Xin được gửi lời tri ân sâu sắc tới toàn thể ekip nhà sản xuất, dàn diễn viên, quân đội nhân dân Việt Nam cùng những người đã góp sức làm nên tác phẩm này. Nhờ bộ phim, lớp trẻ và cả những thế hệ sinh ra trong hòa bình mới thấm thía rằng: để có được ngày hôm nay – một đất nước yên bình, tự do – cha ông ta đã phải đánh đổi bằng mồ hôi, nước mắt, máu xương, thậm chí cả sinh mạng của biết bao người. Xem phim, trái tim như nghẹn lại, vừa tự hào vừa xót xa. Mong rằng sẽ còn nhiều hơn nữa những tác phẩm lịch sử như thế, để khơi dậy ngọn lửa yêu nước, bồi đắp tinh thần tự hào dân tộc, và nhắc nhở chúng ta luôn trân trọng những gì mình đang có hôm nay."
Mưa Đỏ,Hồ Phương Vũ,10,Một bộ phim trên cả sự điện ảnh mang tính chất về lịch sử hào hùng Việt Nam🇻🇳
Mưa Đỏ,Dương Hoàng Nam,10,quá hayyyyyyyyyyyyy
Mưa Đỏ,Thái Thành Nhân,9,Phim hơi nhanh
Mưa Đỏ,Tran thi tuyet trinh,10,Khóc trong hạnh phúc vì CÒN GÌ ĐẸP HƠN - NỖI ĐAU HOÀ BÌNH - Hạnh phúc của hiện tại.
Mưa Đỏ,Đỗ Ngọc Linh,10,"phim thật sự rất đáng xem và ý nghĩa, đây có lẽ là bộ phim xứng đáng xem nhất trong dịp 2/9 này"
Mưa Đỏ,phan lưu phước,10,"Sau Mùa cỏ cháy, Mưa đỏ là bộ phim rất đáng xem, tái hiện toàn bộ lịch sử 81 ngày đêm Thành Cổ Quảng Trị. Chỉ mong giới trẻ hiện nay bỏ ít thời gian để đi xem bộ phim này."
Mưa Đỏ,Huỳnh Thị Thảo Vy,10,"Phim mang lại giá trị tinh thần tuyệt vời, tình mẹ con, vợ chồng, tinh thần chiến đấu quả cảm, hy sinh không ngại thân xác của các chiến sỹ."
Mưa Đỏ,Đinh Công Tuấn,10,"Theo cảm nhận của mình thì bộ phim khá hay, các thông điệp được truyền tải tốt, và các cảnh trong phim phần nào tái hiện lại được những niềm vui giữa bom đạn của các chiến sĩ, tình đồng đội và nỗi mất mát nơi chiến trường 81 ngày đêm tại thành cổ."
Mưa Đỏ,Trần quốc thắng,10,Phim rât hay
Mưa Đỏ,Đức Anh,6,Phim lẽ ra có thể khai thác nhiều hơn
Mưa Đỏ,Trần Thị Thu Hương,10,Siu cảm động luôn
Mưa Đỏ,AnhTNn,10,"Hay, không biết nói gì hơn, cảm động mà không kìm được nước mắt"
Mưa Đỏ,Trần Tú Anh,10,"bộ phim rất hay, vô cùng ý nghĩa mình coi mà khóc muốn trôi rạp"
Mưa Đỏ,Nguyễn Ngọc Như Ý,10,Đã lắm Tổ Quốc ơiiii😭😭😭😭😭
Mưa Đỏ,Phan thị Mỹ Phụng,10,"Khóc một dòng sông, cảm kích, biết ơn sự hi sinh thầm lặng của những anh hùng liệt sỹ đã hi sinh thân mình, nằm xuống để có hòa bình cho đất nước."
Mưa Đỏ,Nguyễn Bá Khánh Hoà,10,Phim quá hay và xúc động
Mưa Đỏ,Hoàng Thanh Phi,10,"Phim hay, ý nghĩa giúp cho thế hệ trẻ hiểu hơn về thời chiến sự hi sinh của ông cha ta để có được nền độc lập tự do như ngày nay."
